Pagina,Patron_Censura,Texto_Detectado,Contexto_60chars,Personas_en_Pagina
942,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"them in with a promise of making good money. Epstein forced Jane Doe #3 to observe him, Brunel and Maxwell engage in illegal sex",
942,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ual acts with dozens of underage girls. Epstein also forced Jane Doe #3 to have sex with Brunel on numerous occasions, at places",
942,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"he south of France, and California. Epstein also trafficked Jane Doe #3 for sexual purposes to many other powerful men, includin",
942,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"n Prime Minister, and other world leaders. Epstein required Jane Doe #3 to describe the events that she had with these men so th",
942,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"t to the NPA. Moreover, even a rudimentary investigation of Jane Doe #3s relationship to Epstein would have revealed the fact th",
942,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"rict of Florida of Epstein and his co-conspirators. As with Jane Doe #1, and Jane Doe #2, the Government concealed the non-prose",
942,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"f Epstein and his co-conspirators. As with Jane Doe #1, and Jane Doe #2, the Government concealed the non-prosecution agreement",
942,\b[jJ]ane\s+[dD]oe\b,Jane Doe,the Government concealed the non-prosecution agreement from Jane Doe #3 all in violation of her rights under the CVRA to avoid J,
942,\b[jJ]ane\s+[dD]oe\b,Jane Doe,e #3 all in violation of her rights under the CVRA to avoid Jane Doe #3 from raising powerful objections to the NPA that would h,
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"om being concluded in the secretive manner in which it was. Jane Doe #4s Circumstances If permitted to join this action, Jane Do",Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ane Doe #4s Circumstances If permitted to join this action, Jane Doe #4 would allege, and could prove at trial, that she has CVR",Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"rial, that she has CVRA claims similar to those advanced by Jane Doe #1 and Jane Doe #2, based on the following: As with the oth",Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"as CVRA claims similar to those advanced by Jane Doe #1 and Jane Doe #2, based on the following: As with the other Jane Does, Ja",Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oe #2, based on the following: As with the other Jane Does, Jane Doe #4 was repeatedly sexually abused by Epstein. In or around",Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"exually abused by Epstein. In or around the summer of 2002, Jane Doe #4, an economically poor and vulnerable sixteen-yearold chi",Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ving an old man a massage on Palm Beach. An acquaintance of Jane Doe #4 also a minor sexual abuse victim of Epstein telephoned E,Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,al abuse victim of Epstein telephoned Epstein and scheduled Jane Doe #4 to go to Epsteins house to give him a massage. During th,Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"f got on the phone a means of interstate communication with Jane Doe #4, asking her personally to come to his mansion in Palm Be",Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,asking her personally to come to his mansion in Palm Beach. Jane Doe #4 then went to Epsteins mansion and was escorted upstairs,Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,rey Epstein emerged and lay face down on the table and told Jane Doe #4 to start massaging him. Epstein asked Jane Doe #3 her ag,Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,and told Jane Doe #4 to start massaging him. Epstein asked Jane Doe #3 her age and she told him she had recently turned sixteen,Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Epstein subsequently committed illegal sexual acts against Jane Doe #4 on many occasions. Epstein used a means of interstate co,Jeffrey Epstein
943,\b[jJ]ane\s+[dD]oe\b,Jane Doe,his personal jet for purposes of illegally sexually abusing Jane Doe #4. Case 9:08-cv-80736-KAM Document 279 Entered on FLSD Doc,Jeffrey Epstein
944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Because the Government is apparently opposing this motion, Jane Doe #3 and Jane Doe #4 have described the circumstances surroun",
944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ernment is apparently opposing this motion, Jane Doe #3 and Jane Doe #4 have described the circumstances surrounding their cla i",
944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"s appropriate information to rule on the motion. CONCLUSION Jane Doe #3 and Jane Doe #4 should be allowed to join this action, p",
944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"formation to rule on the motion. CONCLUSION Jane Doe #3 and Jane Doe #4 should be allowed to join this action, pursuant to Rule",
944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,hat they not re-litigate any issues previously litigated by Jane Doe #1 and Jane Doe #2. A proposed order to that effect is atta,
944,\b[jJ]ane\s+[dD]oe\b,Jane Doe,litigate any issues previously litigated by Jane Doe #1 and Jane Doe #2. A proposed order to that effect is attached to this ple,
945,\b[jJ]ane\s+[dD]oe\b,Jane Doe,e: 801-585-6833 E-Mail: cassellp@law.utah.edu Attorneys for Jane Doe #1 and Jane Doe #2 CERTIFICATE OF SERVICE I certify that th,
945,\b[jJ]ane\s+[dD]oe\b,Jane Doe,E-Mail: cassellp@law.utah.edu Attorneys for Jane Doe #1 and Jane Doe #2 CERTIFICATE OF SERVICE I certify that the foregoing docu,
965,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"G. Cassell, dated October 16, 2015 and October 17, 2015. 6. Jane Doe #1 and #2 v. United States, U.S. District Court for the Sou",
973,\b[jJ]ane\s+[dD]oe\b,Jane Doe,rter and Notary Public within and for the State of Florida. Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132,Ghislaine Maxwell
974,\b[jJ]ane\s+[dD]oe\b,Jane Doe,", and all of a sudden 25 something horrible happened to me. Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132",
975,\b[jJ]ane\s+[dD]oe\b,Jane Doe,s ago at this 24 point. 25 MR. PAGLIUCA: Object to form and Jane Doe 2 Jane Doe 2 Jane Doe 2 - MAGNA9 LEGAL SERVICES Case 1:15-c,Jeffrey Epstein
975,\b[jJ]ane\s+[dD]oe\b,Jane Doe,is 24 point. 25 MR. PAGLIUCA: Object to form and Jane Doe 2 Jane Doe 2 Jane Doe 2 - MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP,Jeffrey Epstein
975,\b[jJ]ane\s+[dD]oe\b,Jane Doe,. 25 MR. PAGLIUCA: Object to form and Jane Doe 2 Jane Doe 2 Jane Doe 2 - MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 1,Jeffrey Epstein
976,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"es, that is the 25 motivation. Im not a mind-reader. I dont Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132",Jeffrey Epstein
977,\b[jJ]ane\s+[dD]oe\b,Jane Doe,dation. 24 BY MR. EDWARDS: 25 Q. What is his stated purpose Jane Doe 2 Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP D,Jeffrey Epstein
977,\b[jJ]ane\s+[dD]oe\b,Jane Doe,BY MR. EDWARDS: 25 Q. What is his stated purpose Jane Doe 2 Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132,Jeffrey Epstein
978,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ARDS 24 Q. Is that fair 25 MR. PAGLIUCA: Object to form and Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132,
979,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ho they are or you 24 dont. 25 Do you know Felicia Esposito Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132,
980,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ge part of the lure to get you 25 specifically to his house Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132,
981,\b[jJ]ane\s+[dD]oe\b,Jane Doe,he massages were scheduled by people 25 working for Jeffrey Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132,
982,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"lice, 25 you were intimidated by people working for Jeffrey Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132",Jeffrey Epstein
983,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Edwards was asking you questions about; is that 25 correct Jane Doe 2 Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP D,
983,\b[jJ]ane\s+[dD]oe\b,Jane Doe,s asking you questions about; is that 25 correct Jane Doe 2 Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132,
984,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"23rd day of June, 2016. 23 24 KELLI ANN WILLIS, RPR, CRR 25 Jane Doe 2 Jane Doe 2 Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-",
984,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"June, 2016. 23 24 KELLI ANN WILLIS, RPR, CRR 25 Jane Doe 2 Jane Doe 2 Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP D",
984,\b[jJ]ane\s+[dD]oe\b,Jane Doe,". 23 24 KELLI ANN WILLIS, RPR, CRR 25 Jane Doe 2 Jane Doe 2 Jane Doe 2 MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 132",
1008,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jane Doe 2 Agren Blando Court Reporting Video, Inc. 1 Q All right. D",Virginia Giuffre
1017,"X{3,}",XXX,"enninger, Esq., on approximately the 31st day of May, 2016. XXX Signature waived. Unsigned; signed signature page and amend",
1053,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"not produced until after her May 3rd deposition, to wit: x Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja",
1053,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed until after her May 3rd deposition, to wit: x Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I",
1053,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ter her May 3rd deposition, to wit: x Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I I I I Case",
1053,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"3rd deposition, to wit: x Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I I I I Case 1:15-cv-074",
1053,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"tion, to wit: x Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I I I I Case 1:15-cv-07433-LAP Docu",
1053,\b[jJ]ane\s+[dD]oe\b,Jane Doe,t: x Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I I I I Case 1:15-cv-07433-LAP Document 1325-1,
1053,\b[jJ]ane\s+[dD]oe\b,Jane Doe,oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 I I I I Case 1:15-cv-07433-LAP Document 1325-15 Filed 010,
1054,\b[jJ]ane\s+[dD]oe\b,Jane Doe,y information concerning expenses for any of her providers. Jane Doe 2 I I I I -I I I Case 1:15-cv-07433-LAP Document 1325-15 Fi,
1055,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ive account with them and that the account has been used by Jane Doe 2 - Case 1:15-cv-07433-LAP Document 1325-15 Filed 010424 Pa,
1060,\b[jJ]ane\s+[dD]oe\b,Jane Doe,fs interactions with law enforcement regarding Ms. Maxwell. Jane Doe 2 Case 1:15-cv-07433-LAP Document 1325-15 Filed 010424 Page,
1086,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"That order did allow my client -- on page 6 it says, quote, Jane Doe 3 is free to assert factual allegations through proper evid",
1134,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ontrast, the Joinder Motion alleges Epstein also trafficked Jane Doe #3 Plaintiff for sexual purposes to many other powerful men",Bill Clinton
1137,\b[jJ]ane\s+[dD]oe\b,Jane Doe,l has filed a FOIA request and had not received a response. Jane Doe 2 Case 1:15-cv-07433-LAP Document 1325-1 Filed 010424 Page,
1142,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 1 of 69 Jane Doe 2 To: From: sent: Sharon.Churcher@mailonsunday.co.ukSharon.,Virginia Giuffre
1144,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 3 of 69 Jane Doe 2 Jane Doe 2 To: Villafana, Ann Marie C. USAFLSAnn.Marie.C.",Virginia Giuffre
1144,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 3 of 69 Jane Doe 2 Jane Doe 2 To: Villafana, Ann Marie C. USAFLSAnn.Marie.C.Villafana@u",Virginia Giuffre
1146,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 5 of 69 Jane Doe 2 To: Sharon.Churcher@mailonsunday.co.ukSharon.Churcher@mai,Virginia Giuffre
1150,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 9 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 To: Irene Goodman From:,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1150,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 9 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 To: Irene Goodman From: Virginia Gi,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1150,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 9 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 To: Irene Goodman From: Virginia Giuffre Sent:,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1150,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 9 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 To: Irene Goodman From: Virginia Giuffre Sent: Fri 325201,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1150,\b[jJ]ane\s+[dD]oe\b,Jane Doe,8:32:51 PM Importance: Normal Subject: Re: Virginia Roberts-Jane Doe 102-Jeffrey Epstein Prince Andrew Story Received: Fri 32520,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1150,\b[jJ]ane\s+[dD]oe\b,Jane Doe,om wrote: From: Irene Goodman Subject: Re: Virginia Roberts-Jane Doe 102-Jeffrey Epstein Prince Andrew Story To: Virginia Giuffr,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1151,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 10 of 69 Jane Doe 2 Jane Doe 2 To: Sharon.Churcher@mailonsunday.co.ukSharon.C,Virginia Giuffre
1151,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 10 of 69 Jane Doe 2 Jane Doe 2 To: Sharon.Churcher@mailonsunday.co.ukSharon.Churcher@mai,Virginia Giuffre
1153,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 12 of 69 Jane Doe 2 Jane Doe 2 To: Sharon.Churcher@mailonsunday.co.ukSharon.C,Virginia Giuffre
1153,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 12 of 69 Jane Doe 2 Jane Doe 2 To: Sharon.Churcher@mailonsunday.co.ukSharon.Churcher@mai,Virginia Giuffre
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 14 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 14 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 14 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 -,",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 14 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 -,To: From: J",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 14 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 -,To: From: Jenna Sent:",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"f 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 -,To: From: Jenna Sent: Tue 452011",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 -,To: From: Jenna Sent: Tue 452011 11 :08:09 P",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 -,To: From: Jenna Sent: Tue 452011 11 :08:09 PM Importanc",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,:08:09 PM Importance: Normal Subject: RE: Virginia Roberts-Jane Doe 102- Jeffrey Epstein and Prince Andrew Story Received: Tue,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,2:21 AM To: Virginia Giuffre Subject: RE: Virginia Roberts-Jane Doe 102-Jeffrey Epstein and Prince Andrew Story I called and wa,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"April 04, To: Jarred Weisfeld Subject: RE: Virginia Roberts-Jane Doe 102-Jeffrey Epstein and Prince Andrew Story HI Jarred, I tr",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1155,\b[jJ]ane\s+[dD]oe\b,Jane Doe,wrote: From: Jarred Weisfeld Subject: RE: Virginia Roberts-Jane Doe 102-Jeffrey Epstein and Prince Andrew Story To: Virginia Gi,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1156,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 15 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jarred Weisfeld Objective Entertain,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1156,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 15 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jarred Weisfeld Objective Entertainment Please,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1156,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 15 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jarred Weisfeld Objective Entertainment Please note our n,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1156,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"rginia Giuffre t: WednesdaY, Marc Subject: Virginia Roberts-Jane Doe 102-Jeffrey Epstein and Prince Andrew Story Gday Jarred, Yo",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 16 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 16 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 16 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 16 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Ja,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 16 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 _,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"f 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 _ .,To: Jarre",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 _ .,To: Jarred Weisfeld",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 _ .,To: Jarred Weisfeld From: Virgi",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 _ .,To: Jarred Weisfeld From: Virginia Giuffre",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 Jane Doe 2 _ .,To: Jarred Weisfeld From: Virginia Giuffre Sent: Wed",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,:02:49 PM Importance: Normal Subject: RE: Virginia Roberts-Jane Doe 102-Jeffrey Epstein and Prince Andrew Story Received: Wed 4,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,wrote: From: Jarred Weisfeld Subject: RE: Virginia Rilierts Jane Doe 102 Jeffre Epstein and Prince Andrew Story To: Virginia Giu,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Jarred Weisfeld ------------ Subject: RE: Virginia Roberts Jane Doe 102 Jeffrey Epstein and Prince Andrew Story HI Jan-ed, I tr",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1157,\b[jJ]ane\s+[dD]oe\b,Jane Doe,", Jarred Weisfeld rote: From: Subject: RE: Virginia Robe11s Jane Doe 102 Jeffrey Epstein and Prince Andrew Story To: Virginia Gi",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1158,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 17 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 212-431-5454 Thanks, JaITed Weisfel",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1158,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 17 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 212-431-5454 Thanks, JaITed Weisfeld Objective",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1158,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 17 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 212-431-5454 Thanks, JaITed Weisfeld Objective Entertainm",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1158,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"nesday, Marcli L5, LUI 1:41 tM To Subject: Virginia Roberts-Jane Doe 102-Jeffrey Epstein and Prince Andrew Story Gday Jarred, Yo",Jeffrey Epstein; Virginia Giuffre; Prince Andrew
1160,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 1 of 64 Page 19 of 69 Jane Doe 2 ... .. To: Sharon.Churcher@mailonsunday.co.ukSharon.Churc,Virginia Giuffre
1162,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 3 of 64Page 21 of 69 Jane Doe 2 Jane Doe 2 To: Sharon. Churcher@mailonsunday.co.uk Sharon,Virginia Giuffre
1162,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Page 3 of 64Page 21 of 69 Jane Doe 2 Jane Doe 2 To: Sharon. Churcher@mailonsunday.co.uk Sharon. Churcher@,Virginia Giuffre
1163,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 4 of 64 Page 22 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Shazz-a, I LOVE YOUR WORK Read belo",Virginia Giuffre
1163,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 4 of 64 Page 22 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Shazz-a, I LOVE YOUR WORK Read below this is w",Virginia Giuffre
1163,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Page 4 of 64 Page 22 of 69 Jane Doe 2 Jane Doe 2 Jane Doe 2 Shazz-a, I LOVE YOUR WORK Read below this is what T also",Virginia Giuffre
